Customer ID,Age,Contract Type,Monthly Charges,Tenure,Churn
CUST-11888,76,Month-to-Month,38.68,21,No
CUST-11889,62,Month-to-Month,85.49,57,Yes
CUST-11890,60,Month-to-Month,57.58,46,Yes
CUST-11891,51,Month-to-Month,118.25,26,Yes
CUST-11892,26,Month-to-Month,86.54,24,Yes
CUST-11893,43,Month-to-Month,115.65,5,Yes
CUST-11894,19,Month-to-Month,40.14,42,Yes
CUST-11895,70,Month-to-Month,106.4,43,Yes
CUST-11896,26,Month-to-Month,52.14,32,Yes
CUST-11897,26,Two Year,118.96,6,Yes
CUST-11898,57,Two Year,35.77,67,No
CUST-11899,34,One Year,71.63,7,Yes
CUST-11900,18,Month-to-Month,99.28,29,Yes
CUST-11901,42,One Year,63.26,34,No
CUST-11902,78,Two Year,66.81,7,No
CUST-11903,60,One Year,118.64,58,No
CUST-11904,57,Month-to-Month,62.53,31,Yes
CUST-11905,59,One Year,80.41,45,No
CUST-11906,42,Two Year,25.45,47,No
CUST-11907,56,One Year,104.22,72,No
CUST-11908,52,One Year,84.82,40,No
CUST-11909,20,Month-to-Month,60.4,30,Yes
CUST-11910,67,Month-to-Month,21.62,62,No
CUST-11911,54,Month-to-Month,79.17,71,No
CUST-11912,61,One Year,21.27,17,No
CUST-11913,61,Month-to-Month,20.12,5,Yes
CUST-11914,68,Month-to-Month,81.61,1,Yes
CUST-11915,47,Month-to-Month,38.9,31,No
CUST-11916,55,Month-to-Month,39.19,35,No
CUST-11917,51,Month-to-Month,85.33,72,Yes
CUST-11918,29,One Year,25.37,30,No
CUST-11919,36,One Year,51.34,15,No
CUST-11920,54,Month-to-Month,34.94,56,No
CUST-11921,61,Month-to-Month,78.02,60,No
CUST-11922,76,Month-to-Month,86.18,27,No
CUST-11923,76,Two Year,92.11,2,Yes
CUST-11924,66,Month-to-Month,45.52,64,No
CUST-11925,78,Month-to-Month,28.92,5,No
CUST-11926,34,Month-to-Month,27.87,68,No
CUST-11927,27,One Year,62.62,13,Yes
CUST-11928,74,Two Year,114.58,23,No
CUST-11929,72,Two Year,41.77,50,No
CUST-11930,66,One Year,45.67,37,No
CUST-11931,64,Month-to-Month,30.09,30,Yes
CUST-11932,29,Month-to-Month,80.56,23,Yes
CUST-11933,79,Month-to-Month,87.99,34,Yes
CUST-11934,33,Month-to-Month,84.29,64,No
CUST-11935,41,Month-to-Month,106.11,55,No
CUST-11936,36,Month-to-Month,68.64,71,No
CUST-11937,25,Month-to-Month,33.45,9,Yes
CUST-11938,48,Two Year,48.94,4,No
CUST-11939,38,One Year,86.24,66,No
CUST-11940,34,Two Year,81.31,33,No
CUST-11941,40,One Year,73.1,32,No
CUST-11942,54,Month-to-Month,88.3,44,Yes
CUST-11943,71,One Year,83.74,37,No
CUST-11944,33,Month-to-Month,108.13,67,No
CUST-11945,23,One Year,78.6,60,No
CUST-11946,25,Month-to-Month,97.86,59,No
CUST-11947,42,Two Year,44.87,36,No
CUST-11948,35,Month-to-Month,87.82,49,Yes
CUST-11949,42,Month-to-Month,110.22,51,No
CUST-11950,29,Two Year,58.57,8,No
CUST-11951,32,Month-to-Month,97.91,50,No
CUST-11952,76,One Year,92.48,41,No
CUST-11953,43,One Year,25.95,38,No
CUST-11954,58,Two Year,78.15,55,No
CUST-11955,62,Two Year,33.02,68,No
CUST-11956,43,Two Year,116.73,18,No
CUST-11957,64,Month-to-Month,101.14,65,No
CUST-11958,49,Two Year,30.97,64,No
CUST-11959,27,One Year,32.18,12,No
CUST-11960,33,One Year,79.45,41,No
CUST-11961,24,Month-to-Month,54.49,42,No
CUST-11962,34,One Year,23.49,60,No
CUST-11963,40,Two Year,74.16,50,No
CUST-11964,43,Two Year,58.78,36,No
CUST-11965,38,Month-to-Month,30.11,48,No
CUST-11966,39,Month-to-Month,100.19,71,No
CUST-11967,75,Month-to-Month,111.51,8,Yes
CUST-11968,24,Two Year,95.66,25,No
CUST-11969,31,One Year,102.24,7,Yes
CUST-11970,32,Month-to-Month,41.65,8,Yes
CUST-11971,70,Month-to-Month,46.36,31,No
CUST-11972,24,Month-to-Month,40.85,12,No
CUST-11973,26,Month-to-Month,96.51,57,Yes
CUST-11974,68,Two Year,114.79,66,No
CUST-11975,65,One Year,91.68,12,No
CUST-11976,25,Month-to-Month,108.15,27,Yes
CUST-11977,67,Month-to-Month,83.87,46,No
CUST-11978,76,Month-to-Month,58.77,7,No
CUST-11979,40,Two Year,62.58,61,No
CUST-11980,46,Month-to-Month,27.53,58,No
CUST-11981,35,Month-to-Month,23.15,58,No
CUST-11982,48,Month-to-Month,89.55,13,Yes
CUST-11983,47,One Year,63.84,53,No
CUST-11984,69,One Year,75.22,65,No
CUST-11985,56,One Year,75.77,49,No
CUST-11986,52,Month-to-Month,47.74,35,No
CUST-11987,35,Month-to-Month,67.59,17,No
CUST-11988,76,Month-to-Month,67.08,72,No
CUST-11989,59,One Year,58.84,67,No
CUST-11990,56,Month-to-Month,102.07,10,Yes
CUST-11991,34,One Year,65.12,34,No
CUST-11992,31,Two Year,80.36,4,No
CUST-11993,48,Two Year,109.55,29,No
CUST-11994,41,Month-to-Month,106.62,46,No
CUST-11995,52,Month-to-Month,109.04,46,No
CUST-11996,61,Month-to-Month,47.0,59,No
CUST-11997,77,One Year,23.5,61,No
CUST-11998,62,Two Year,46.11,68,No
CUST-11999,51,Month-to-Month,47.87,66,No
CUST-12000,20,Month-to-Month,110.94,34,Yes
CUST-12001,54,Two Year,84.92,5,No
CUST-12002,60,Two Year,28.17,9,No
CUST-12003,57,Month-to-Month,33.54,20,No
CUST-12004,43,One Year,35.57,21,No
CUST-12005,72,Month-to-Month,83.04,17,No
CUST-12006,40,Month-to-Month,93.54,12,Yes
CUST-12007,61,Two Year,105.96,67,No
CUST-12008,56,Two Year,114.06,5,Yes
CUST-12009,32,One Year,40.17,60,No
CUST-12010,73,Month-to-Month,50.98,53,No
CUST-12011,66,Two Year,44.03,52,No
CUST-12012,21,Month-to-Month,55.88,48,Yes
CUST-12013,46,Month-to-Month,111.47,19,Yes
CUST-12014,39,Month-to-Month,77.51,17,No
CUST-12015,42,Month-to-Month,93.82,54,No
CUST-12016,30,One Year,69.01,68,No
CUST-12017,35,One Year,22.89,35,No
CUST-12018,50,Month-to-Month,26.42,41,No
CUST-12019,33,Month-to-Month,73.79,13,Yes
CUST-12020,62,Month-to-Month,91.88,33,No
CUST-12021,59,Month-to-Month,41.53,15,Yes
CUST-12022,61,One Year,92.19,63,No
CUST-12023,79,Two Year,101.07,15,No
CUST-12024,19,Month-to-Month,61.19,31,Yes
CUST-12025,72,Month-to-Month,94.64,28,Yes
CUST-12026,52,One Year,60.4,10,Yes
CUST-12027,59,Two Year,87.84,57,No
CUST-12028,51,Month-to-Month,96.4,71,Yes
CUST-12029,47,Month-to-Month,119.19,33,Yes
CUST-12030,76,One Year,54.54,7,Yes
CUST-12031,72,Month-to-Month,61.1,5,Yes
CUST-12032,30,Month-to-Month,36.56,57,No
CUST-12033,30,One Year,40.41,72,No
CUST-12034,35,One Year,89.34,40,Yes
CUST-12035,49,One Year,111.7,28,No
CUST-12036,49,One Year,59.46,36,No
CUST-12037,52,One Year,37.98,56,No
CUST-12038,76,Month-to-Month,48.51,47,No
CUST-12039,56,Month-to-Month,65.51,71,No
CUST-12040,63,Month-to-Month,49.07,40,No
CUST-12041,69,Month-to-Month,43.36,59,No
CUST-12042,46,One Year,93.6,43,Yes
CUST-12043,79,Two Year,20.78,66,No
CUST-12044,66,Two Year,73.92,9,No
CUST-12045,46,One Year,99.38,6,Yes
CUST-12046,79,Month-to-Month,46.62,65,No
CUST-12047,70,Month-to-Month,80.33,3,Yes
CUST-12048,61,Two Year,86.89,37,No
CUST-12049,74,One Year,85.5,33,No
CUST-12050,33,One Year,64.58,9,No
CUST-12051,73,One Year,54.66,53,No
CUST-12052,61,One Year,103.59,51,No
CUST-12053,64,Two Year,95.84,71,No
CUST-12054,74,Month-to-Month,52.13,26,Yes
CUST-12055,27,One Year,30.3,16,No
CUST-12056,47,Two Year,27.18,40,No
CUST-12057,42,Month-to-Month,29.43,51,No
CUST-12058,56,One Year,78.29,39,No
CUST-12059,37,Month-to-Month,25.17,55,No
CUST-12060,22,Two Year,53.69,36,No
CUST-12061,18,Month-to-Month,95.32,65,No
CUST-12062,47,One Year,49.43,45,No
CUST-12063,66,Month-to-Month,96.33,9,Yes
CUST-12064,20,One Year,94.55,37,Yes
CUST-12065,62,Month-to-Month,44.58,1,Yes
CUST-12066,31,Month-to-Month,92.88,66,No
CUST-12067,73,Month-to-Month,94.78,63,No
CUST-12068,47,Two Year,59.75,43,No
CUST-12069,67,Month-to-Month,41.04,28,Yes
CUST-12070,21,Month-to-Month,72.13,31,No
CUST-12071,35,One Year,112.14,69,No
CUST-12072,79,Month-to-Month,83.96,8,Yes
CUST-12073,54,Two Year,37.29,34,No
CUST-12074,42,Month-to-Month,88.28,49,Yes
CUST-12075,65,One Year,62.72,58,No
CUST-12076,18,Month-to-Month,79.15,47,No
CUST-12077,70,Month-to-Month,93.41,25,No
CUST-12078,63,One Year,71.49,3,No
CUST-12079,32,One Year,101.4,45,No
CUST-12080,26,One Year,92.22,52,No
CUST-12081,32,Month-to-Month,81.51,34,Yes
CUST-12082,66,Month-to-Month,35.08,69,No
CUST-12083,74,Month-to-Month,103.59,8,Yes
CUST-12084,41,Two Year,113.59,27,No
CUST-12085,21,Month-to-Month,33.7,63,No
CUST-12086,29,Month-to-Month,68.82,25,Yes
CUST-12087,76,Month-to-Month,45.89,58,No
CUST-12088,75,One Year,95.45,48,No
CUST-12089,54,Month-to-Month,92.16,1,Yes
CUST-12090,78,Two Year,34.09,8,Yes
CUST-12091,54,Month-to-Month,107.7,21,Yes
CUST-12092,60,Two Year,38.1,29,No
CUST-12093,77,Month-to-Month,99.73,30,Yes
CUST-12094,23,One Year,65.7,3,No
CUST-12095,56,Two Year,52.83,7,Yes
CUST-12096,73,Month-to-Month,35.82,11,Yes
CUST-12097,63,Two Year,36.76,32,No
CUST-12098,41,Month-to-Month,86.19,59,No
CUST-12099,28,Two Year,75.04,12,No
CUST-12100,79,One Year,32.21,38,No
CUST-12101,30,Month-to-Month,31.27,24,No
CUST-12102,51,Month-to-Month,27.23,65,No
CUST-12103,42,Month-to-Month,94.38,18,Yes
CUST-12104,24,Month-to-Month,91.19,46,No
CUST-12105,69,Month-to-Month,25.84,56,No
CUST-12106,21,Month-to-Month,76.03,63,No
CUST-12107,76,Month-to-Month,28.47,7,Yes
CUST-12108,25,One Year,110.37,66,No
CUST-12109,37,Month-to-Month,110.71,40,Yes
CUST-12110,46,Month-to-Month,89.82,54,No
CUST-12111,71,One Year,112.62,31,No
CUST-12112,70,Month-to-Month,101.15,52,No
CUST-12113,68,Month-to-Month,102.85,31,Yes
CUST-12114,62,Month-to-Month,76.97,34,Yes
CUST-12115,63,Two Year,50.61,7,No
CUST-12116,27,Two Year,41.78,16,No
CUST-12117,60,Month-to-Month,52.72,22,Yes
CUST-12118,51,One Year,82.85,53,No
CUST-12119,74,Month-to-Month,37.27,17,No
CUST-12120,43,One Year,45.86,4,No
CUST-12121,58,One Year,66.81,61,No
CUST-12122,66,One Year,43.31,52,No
CUST-12123,75,Month-to-Month,78.86,35,No
CUST-12124,20,Month-to-Month,112.32,44,Yes
CUST-12125,73,Month-to-Month,94.81,15,Yes
CUST-12126,23,Two Year,86.64,61,No
CUST-12127,22,One Year,78.27,44,No
CUST-12128,22,Two Year,68.79,21,No
CUST-12129,71,Two Year,38.66,47,No
CUST-12130,64,Month-to-Month,109.47,49,No
CUST-12131,40,One Year,44.85,53,No
CUST-12132,66,One Year,29.13,27,No
CUST-12133,26,Two Year,95.0,31,No
CUST-12134,52,Two Year,37.56,44,No
CUST-12135,37,One Year,57.19,32,No
CUST-12136,75,Month-to-Month,22.83,30,No
CUST-12137,66,One Year,33.71,18,No
CUST-12138,78,Month-to-Month,37.32,63,No
CUST-12139,76,One Year,25.44,16,No
CUST-12140,59,Two Year,85.67,35,No
CUST-12141,52,Month-to-Month,103.7,62,No
CUST-12142,67,One Year,57.33,9,No
CUST-12143,35,Month-to-Month,107.46,62,No
CUST-12144,79,Month-to-Month,41.33,39,No
CUST-12145,34,Month-to-Month,52.54,51,No
CUST-12146,41,One Year,35.07,10,No
CUST-12147,20,Two Year,82.06,52,No
CUST-12148,49,Two Year,61.99,12,No
CUST-12149,52,Month-to-Month,81.33,72,No
CUST-12150,55,Two Year,96.17,62,No
CUST-12151,30,One Year,74.57,3,Yes
CUST-12152,73,Month-to-Month,82.76,11,Yes
CUST-12153,78,Month-to-Month,113.53,8,Yes
CUST-12154,64,Month-to-Month,49.91,23,No
CUST-12155,42,Two Year,55.92,10,No
CUST-12156,26,One Year,91.77,18,Yes
CUST-12157,21,One Year,81.13,39,No
CUST-12158,31,Month-to-Month,37.85,26,No
CUST-12159,54,One Year,57.61,11,No
CUST-12160,51,Month-to-Month,66.78,10,Yes
CUST-12161,28,Month-to-Month,61.94,3,Yes
CUST-12162,58,One Year,37.83,62,No
CUST-12163,73,Month-to-Month,112.44,71,No
CUST-12164,20,Two Year,96.23,61,No
CUST-12165,76,Month-to-Month,68.14,4,Yes
CUST-12166,45,One Year,88.01,61,No
CUST-12167,46,Month-to-Month,109.73,8,Yes
CUST-12168,26,One Year,33.62,13,No
CUST-12169,20,Month-to-Month,45.04,12,Yes
CUST-12170,42,Month-to-Month,74.27,35,No
CUST-12171,51,Two Year,99.9,54,No
CUST-12172,29,Month-to-Month,23.63,51,No
CUST-12173,59,Two Year,118.4,43,No
CUST-12174,26,Two Year,65.49,66,No
CUST-12175,32,Month-to-Month,55.92,15,No
CUST-12176,57,Month-to-Month,49.27,49,No
CUST-12177,42,One Year,37.44,34,No
CUST-12178,22,Two Year,99.16,39,No
CUST-12179,28,Two Year,115.54,26,Yes
CUST-12180,76,Month-to-Month,61.36,69,No
CUST-12181,51,One Year,115.24,48,Yes
CUST-12182,41,Month-to-Month,102.38,51,No
CUST-12183,77,Two Year,68.11,4,No
CUST-12184,32,Two Year,87.4,27,Yes
CUST-12185,55,Month-to-Month,63.5,42,Yes
CUST-12186,25,Month-to-Month,75.87,56,Yes
CUST-12187,76,Month-to-Month,25.8,69,No
CUST-12188,22,Month-to-Month,89.63,18,Yes
CUST-12189,65,Two Year,25.28,61,No
CUST-12190,43,Month-to-Month,101.71,4,Yes
CUST-12191,35,Month-to-Month,102.49,1,Yes
CUST-12192,23,Month-to-Month,43.71,50,No
CUST-12193,54,Two Year,52.37,70,No
CUST-12194,77,One Year,68.13,20,No
CUST-12195,65,Month-to-Month,79.67,20,Yes
CUST-12196,30,Month-to-Month,48.74,46,No
CUST-12197,45,Two Year,79.25,27,No
CUST-12198,22,Two Year,49.78,26,No
CUST-12199,30,Month-to-Month,25.55,32,Yes
CUST-12200,34,Month-to-Month,20.25,10,No
CUST-12201,67,Month-to-Month,30.12,12,No
CUST-12202,57,Month-to-Month,99.23,24,Yes
CUST-12203,62,One Year,116.14,51,No
CUST-12204,49,Two Year,62.7,38,No
CUST-12205,79,Month-to-Month,71.27,46,No
CUST-12206,46,Two Year,34.68,8,No
CUST-12207,68,Month-to-Month,75.1,55,No
CUST-12208,75,One Year,34.47,31,No
CUST-12209,20,One Year,81.12,16,No
CUST-12210,73,Month-to-Month,113.33,20,Yes
CUST-12211,57,Month-to-Month,39.57,38,No
CUST-12212,51,One Year,96.46,15,Yes
CUST-12213,57,Month-to-Month,22.35,34,No
CUST-12214,44,Month-to-Month,57.55,72,No
CUST-12215,30,Month-to-Month,31.07,19,Yes
CUST-12216,62,Two Year,55.25,69,No
CUST-12217,50,Month-to-Month,37.35,63,No
CUST-12218,23,Two Year,57.33,32,No
CUST-12219,41,Month-to-Month,61.75,37,Yes
CUST-12220,36,One Year,50.06,66,No
CUST-12221,33,One Year,85.66,7,Yes
CUST-12222,57,Two Year,111.89,48,Yes
CUST-12223,45,Month-to-Month,60.06,11,Yes
CUST-12224,50,One Year,39.23,31,No
CUST-12225,76,One Year,47.07,44,No
CUST-12226,76,Month-to-Month,105.4,45,Yes
CUST-12227,65,Month-to-Month,77.16,72,No
CUST-12228,58,Month-to-Month,65.5,56,No
CUST-12229,30,Month-to-Month,34.96,32,Yes
CUST-12230,60,Two Year,64.97,21,No
CUST-12231,62,Month-to-Month,47.85,31,No
CUST-12232,42,Month-to-Month,114.32,1,Yes
CUST-12233,70,One Year,108.41,11,Yes
CUST-12234,59,Month-to-Month,28.39,68,No
CUST-12235,53,Month-to-Month,71.67,36,Yes
CUST-12236,44,Month-to-Month,42.51,59,No
CUST-12237,55,Two Year,61.08,67,No
CUST-12238,77,Two Year,107.68,56,No
CUST-12239,24,Two Year,72.75,51,No
CUST-12240,22,Month-to-Month,53.42,29,Yes
CUST-12241,60,One Year,40.79,2,No
CUST-12242,62,Month-to-Month,100.03,6,Yes
CUST-12243,75,Month-to-Month,82.45,31,No
CUST-12244,74,Month-to-Month,66.81,54,No
CUST-12245,68,One Year,41.75,40,No
CUST-12246,48,Month-to-Month,53.42,17,No
CUST-12247,40,Month-to-Month,115.98,5,Yes
CUST-12248,59,Month-to-Month,72.01,2,Yes
CUST-12249,27,Month-to-Month,60.07,58,No
CUST-12250,49,One Year,72.14,12,No
CUST-12251,60,Month-to-Month,97.9,5,Yes
CUST-12252,70,One Year,54.01,60,No
CUST-12253,47,Month-to-Month,37.87,41,No
CUST-12254,56,Two Year,78.49,20,No
CUST-12255,48,One Year,86.52,72,No
CUST-12256,35,Month-to-Month,91.27,1,Yes
CUST-12257,53,Month-to-Month,108.2,56,Yes
CUST-12258,19,One Year,57.12,70,No
CUST-12259,31,Two Year,27.54,56,No
CUST-12260,30,Month-to-Month,115.83,54,Yes
CUST-12261,46,Month-to-Month,63.5,11,No
CUST-12262,29,Two Year,82.33,3,Yes
CUST-12263,56,One Year,86.63,28,Yes
CUST-12264,19,Month-to-Month,74.65,5,Yes
CUST-12265,49,Month-to-Month,40.53,16,No
CUST-12266,30,Month-to-Month,95.51,31,No
CUST-12267,63,One Year,100.38,28,No
CUST-12268,44,Month-to-Month,75.3,7,Yes
CUST-12269,66,Two Year,68.86,9,Yes
CUST-12270,58,Month-to-Month,31.39,39,No
CUST-12271,34,Month-to-Month,28.4,43,No
CUST-12272,57,One Year,53.96,27,No
CUST-12273,48,Two Year,51.08,33,No
CUST-12274,51,Two Year,115.37,56,No
CUST-12275,77,Month-to-Month,98.36,2,Yes
CUST-12276,41,One Year,85.99,14,No
CUST-12277,62,One Year,71.76,13,No
CUST-12278,52,Month-to-Month,36.74,24,No
CUST-12279,65,Month-to-Month,117.85,69,No
CUST-12280,23,Month-to-Month,57.5,34,No
CUST-12281,36,Month-to-Month,30.69,19,Yes
CUST-12282,47,Two Year,69.38,30,No
CUST-12283,24,Month-to-Month,107.4,49,Yes
CUST-12284,27,Two Year,108.73,43,No
CUST-12285,58,Month-to-Month,21.1,16,No
CUST-12286,49,One Year,108.63,52,No
CUST-12287,51,Month-to-Month,47.15,49,No
CUST-12288,45,Month-to-Month,23.9,11,Yes
CUST-12289,77,Month-to-Month,104.78,47,No
CUST-12290,32,Month-to-Month,106.39,35,Yes
CUST-12291,47,One Year,79.62,71,No
CUST-12292,54,Month-to-Month,77.44,29,No
CUST-12293,46,One Year,101.31,54,No
CUST-12294,39,Month-to-Month,98.63,23,Yes
CUST-12295,21,Month-to-Month,109.01,24,Yes
CUST-12296,37,Month-to-Month,75.27,10,Yes
CUST-12297,49,Two Year,116.76,61,No
CUST-12298,53,One Year,119.61,8,Yes
CUST-12299,67,Month-to-Month,31.65,48,No
CUST-12300,21,Month-to-Month,104.95,29,Yes
CUST-12301,44,Month-to-Month,69.98,26,No
CUST-12302,34,Two Year,58.76,37,No
CUST-12303,29,One Year,81.31,52,No
CUST-12304,39,Month-to-Month,25.6,38,Yes
CUST-12305,34,One Year,70.65,6,Yes
CUST-12306,27,Month-to-Month,107.09,8,Yes
CUST-12307,71,Two Year,41.35,17,No
CUST-12308,18,Month-to-Month,62.64,62,No
CUST-12309,39,One Year,113.95,34,Yes
CUST-12310,43,Month-to-Month,62.86,19,No
CUST-12311,73,One Year,55.84,70,No
CUST-12312,76,One Year,64.05,37,No
CUST-12313,35,One Year,71.95,38,No
CUST-12314,67,One Year,83.2,15,No
CUST-12315,31,Two Year,100.07,40,Yes
CUST-12316,64,Month-to-Month,65.21,9,No
CUST-12317,46,Month-to-Month,101.75,53,No
CUST-12318,29,Month-to-Month,73.37,70,No
CUST-12319,53,Two Year,53.85,66,No
CUST-12320,76,Month-to-Month,85.8,52,No
CUST-12321,52,One Year,91.77,1,Yes
CUST-12322,69,One Year,75.8,30,No
CUST-12323,78,Month-to-Month,25.66,1,Yes
CUST-12324,29,Month-to-Month,36.99,39,No
CUST-12325,24,Month-to-Month,48.53,16,Yes
CUST-12326,46,Month-to-Month,48.26,17,No
CUST-12327,28,Month-to-Month,87.34,22,Yes
CUST-12328,50,Month-to-Month,21.83,31,Yes
CUST-12329,23,Two Year,95.57,40,Yes
CUST-12330,64,Two Year,46.53,27,No
CUST-12331,32,Month-to-Month,51.0,36,No
CUST-12332,49,Month-to-Month,72.79,4,Yes
CUST-12333,68,Month-to-Month,41.59,69,No
CUST-12334,28,One Year,108.45,25,Yes
CUST-12335,75,Two Year,28.54,30,No
CUST-12336,40,Month-to-Month,64.44,47,Yes
CUST-12337,43,Month-to-Month,104.94,12,Yes
CUST-12338,51,One Year,81.58,27,Yes
CUST-12339,63,One Year,49.23,45,No
CUST-12340,51,Month-to-Month,62.08,63,No
CUST-12341,46,One Year,90.67,55,No
CUST-12342,21,Month-to-Month,117.33,30,Yes
CUST-12343,34,Month-to-Month,109.31,14,Yes
CUST-12344,52,One Year,54.24,56,No
CUST-12345,30,Two Year,119.82,19,No
CUST-12346,58,Month-to-Month,20.35,26,No
CUST-12347,56,Two Year,22.76,71,No
CUST-12348,32,Month-to-Month,102.38,38,Yes
CUST-12349,72,One Year,39.95,69,No
CUST-12350,46,Month-to-Month,26.08,36,No
CUST-12351,46,Two Year,43.71,18,No
CUST-12352,28,Two Year,62.61,57,No
CUST-12353,69,Month-to-Month,93.06,23,Yes
CUST-12354,49,Two Year,82.43,14,No
CUST-12355,19,Two Year,43.76,69,No
CUST-12356,64,One Year,70.33,22,No
CUST-12357,31,Month-to-Month,112.62,28,Yes
CUST-12358,37,Two Year,101.5,43,No
CUST-12359,39,Two Year,52.32,18,No
CUST-12360,28,Month-to-Month,118.23,36,Yes
CUST-12361,44,Two Year,90.86,7,Yes
CUST-12362,20,Month-to-Month,26.24,23,No
CUST-12363,34,Month-to-Month,23.52,34,Yes
CUST-12364,79,Month-to-Month,36.84,21,No
CUST-12365,61,One Year,92.79,70,No
CUST-12366,73,One Year,38.37,47,No
CUST-12367,45,Month-to-Month,71.15,53,No
CUST-12368,46,Two Year,29.33,41,No
CUST-12369,38,Month-to-Month,112.09,32,Yes
CUST-12370,64,Month-to-Month,54.4,14,No
CUST-12371,33,Month-to-Month,110.81,17,Yes
CUST-12372,54,One Year,114.49,25,Yes
CUST-12373,76,Two Year,20.61,64,No
CUST-12374,37,One Year,66.41,48,No
CUST-12375,23,Two Year,22.47,35,No
CUST-12376,36,Month-to-Month,110.87,37,No
CUST-12377,74,Month-to-Month,71.84,55,No
CUST-12378,22,Month-to-Month,27.49,17,Yes
CUST-12379,20,Month-to-Month,31.03,28,No
CUST-12380,76,Month-to-Month,58.35,1,Yes
CUST-12381,18,One Year,114.02,53,No
CUST-12382,75,Month-to-Month,89.29,55,No
CUST-12383,77,One Year,106.76,61,No
CUST-12384,55,Month-to-Month,56.65,13,Yes
CUST-12385,32,Month-to-Month,24.32,47,Yes
CUST-12386,51,One Year,117.43,64,No
CUST-12387,78,Month-to-Month,21.72,32,No
CUST-12388,52,Two Year,114.77,28,No
CUST-12389,66,One Year,56.87,53,No
CUST-12390,42,Month-to-Month,21.01,31,Yes
CUST-12391,41,Two Year,88.92,8,Yes
CUST-12392,29,Month-to-Month,118.05,72,Yes
CUST-12393,35,Month-to-Month,116.56,25,Yes
CUST-12394,32,One Year,36.09,33,No
CUST-12395,61,Month-to-Month,38.12,68,No
CUST-12396,33,Two Year,76.55,7,No
CUST-12397,44,Two Year,83.73,66,No
CUST-12398,25,Two Year,93.94,46,Yes
CUST-12399,77,Month-to-Month,38.11,5,No
CUST-12400,63,Month-to-Month,115.9,17,Yes
CUST-12401,42,One Year,83.87,52,No
CUST-12402,34,Month-to-Month,104.7,12,No
CUST-12403,46,Month-to-Month,74.01,62,No
CUST-12404,70,Month-to-Month,61.43,35,Yes
CUST-12405,25,Month-to-Month,117.72,62,No
CUST-12406,32,Month-to-Month,78.21,21,No
CUST-12407,44,Two Year,106.69,66,No
CUST-12408,63,Two Year,115.33,53,No
CUST-12409,67,Month-to-Month,87.54,21,No
CUST-12410,69,Month-to-Month,74.89,15,No
CUST-12411,24,Month-to-Month,20.35,23,No
CUST-12412,20,Two Year,24.0,31,No
CUST-12413,46,Month-to-Month,40.09,54,No
CUST-12414,61,One Year,38.6,55,No
CUST-12415,70,Month-to-Month,45.48,26,Yes
CUST-12416,41,One Year,50.49,53,No
CUST-12417,77,Month-to-Month,56.01,66,No
CUST-12418,75,One Year,62.05,39,No
CUST-12419,20,Month-to-Month,29.89,7,Yes
CUST-12420,37,One Year,24.24,39,No
CUST-12421,63,Month-to-Month,87.39,32,Yes
CUST-12422,32,One Year,73.73,26,No
CUST-12423,42,Two Year,64.41,29,No
CUST-12424,47,Month-to-Month,83.44,25,Yes
CUST-12425,31,Two Year,102.77,56,No
CUST-12426,24,One Year,62.77,31,No
CUST-12427,34,Month-to-Month,84.11,66,No
CUST-12428,79,Month-to-Month,115.36,2,Yes
CUST-12429,61,Month-to-Month,103.96,47,Yes
CUST-12430,37,One Year,62.6,29,No
CUST-12431,53,One Year,84.47,49,No
CUST-12432,26,Month-to-Month,37.71,32,No
CUST-12433,55,Month-to-Month,76.05,30,No
CUST-12434,65,Two Year,118.13,15,No
CUST-12435,74,Two Year,71.83,62,No
CUST-12436,77,Month-to-Month,112.76,17,No
CUST-12437,39,Two Year,60.73,22,No
CUST-12438,71,Month-to-Month,119.88,30,Yes
CUST-12439,70,Month-to-Month,77.92,16,No
CUST-12440,70,Two Year,24.23,52,No
CUST-12441,19,Month-to-Month,78.68,8,Yes
CUST-12442,41,Month-to-Month,47.46,64,No
CUST-12443,25,Month-to-Month,23.25,39,No
CUST-12444,28,Two Year,102.09,31,No
CUST-12445,30,Two Year,47.57,12,No
CUST-12446,34,Month-to-Month,99.65,33,Yes
CUST-12447,25,Month-to-Month,48.82,58,No
CUST-12448,38,Month-to-Month,39.43,12,Yes
CUST-12449,35,One Year,117.39,25,No
CUST-12450,47,Month-to-Month,56.16,38,No
CUST-12451,35,One Year,80.14,48,Yes
CUST-12452,63,Month-to-Month,81.0,55,No
CUST-12453,64,Month-to-Month,76.05,3,Yes
CUST-12454,48,Month-to-Month,111.47,69,No
CUST-12455,55,Month-to-Month,87.44,35,Yes
CUST-12456,49,Two Year,60.37,51,No
CUST-12457,28,Month-to-Month,106.24,27,Yes
CUST-12458,62,Month-to-Month,38.11,37,No
CUST-12459,42,Month-to-Month,74.42,16,No
CUST-12460,50,Month-to-Month,115.06,25,Yes
CUST-12461,77,Month-to-Month,82.54,33,Yes
CUST-12462,55,Month-to-Month,101.7,62,Yes
CUST-12463,58,Month-to-Month,85.36,17,Yes
CUST-12464,25,One Year,103.94,43,No
CUST-12465,28,Month-to-Month,114.45,30,Yes
CUST-12466,39,Month-to-Month,47.29,41,Yes
CUST-12467,68,Two Year,36.97,4,No
CUST-12468,41,Month-to-Month,68.4,66,No
